,attributes.OID,attributes.OBJECTID,attributes.BASENAME,attributes.PREDIR,attributes.PREDIRABRV,attributes.PREQUAL,attributes.PREQUALABRV,attributes.PRETYP,attributes.PRETYPEABRV,attributes.RTTYP,attributes.SUFDIR,attributes.SUFDIRABRV,attributes.SUFQUAL,attributes.SUFQUALABRV,attributes.SUFTYP,attributes.SUFTYPEABRV,attributes.NAME,attributes.MTFCC,geometry
10,1105046692219,187834,Tonnele,,,,,,,M,,,,,125.0,Ave,Tonnele Ave,S1200,"LINESTRING (-74.04098700025702 40.77505399981207, -74.0406779995622 40.7755879998268, -74.04056999960719 40.77575099986414, -74.04049799963715 40.77585899989818, -74.04036999959065 40.776054000327434, -74.03941399988888 40.77744100024108, -74.03836899960034 40.77900000021088, -74.03832799959245 40.779062000230326, -74.03824800012482 40.77918200032299, -74.03819799989611 40.779258000042766, -74.03749800028736 40.78028399999371, -74.03708499983549 40.78075499980126, -74.03654400023542 40.78132599967885, -74.0362820002946 40.7815750001553, -74.03574599981907 40.78210800022843, -74.03517400025686 40.7826830002804, -74.03475699960703 40.78315099975097, -74.03426399968752 40.783706000076826, -74.03375200039977 40.78427000000618, -74.03329899976492 40.78478199978401, -74.0331980003809 40.78491800017745, -74.03284500020348 40.785368000204066, -74.03275300014198 40.785487999786895, -74.03230999955287 40.78606000030496, -74.03191500044096 40.78656300003798, -74.03187100006004 40.78661800030098, -74.0318469997706 40.78664799999244, -74.03177999982344 40.78673399966765, -74.0314889995703 40.78710999978683, -74.0312910001019 40.78735099974221, -74.0311089996287 40.78758100015955, -74.0309320000767 40.78779599985893, -74.03062599975495 40.788175000189916, -74.03006699971321 40.78888599983533, -74.02971500025902 40.789317000080196, -74.02945300031821 40.78965199982009, -74.02933899961707 40.78979900010026, -74.0292280001873 40.78994200025017, -74.02901499975196 40.79025399994119, -74.02881399991051 40.79054800023113, -74.02836700002176 40.79137699993257, -74.02833600005962 40.791433999806614, -74.02785499983568 40.792324000143026, -74.0274189998176 40.79312000008047, -74.02722499964885 40.79345899994923, -74.0260949998698 40.79529900011138, -74.02600899965606 40.795424999662146, -74.02592699964029 40.79554900026031, -74.02537099997161 40.79647400031021, -74.02523200005443 40.79669299985547, -74.02522299983362 40.79670300005035, -74.02462299978399 40.79740200007927, -74.0243709998889 40.79769599999982, -74.02231100034736 40.80013099984789, -74.021773000222 40.800777999984064, -74.02117999984507 40.80148000012631, -74.02028199986962 40.80253900028774, -74.0199560003547 40.8029230000709, -74.01984099982866 40.803059000028036, -74.01909500018918 40.8039389997748, -74.01862400001097 40.80449000013818, -74.01811500019797 40.805089999884785, -74.01778299993694 40.80548899987512, -74.01765200041568 40.80563599976786, -74.01721899987233 40.806136000138906, -74.01672799960265 40.80670599982891, -74.01623300003332 40.80727399966244, -74.01569999993085 40.807854000331766, -74.01518100007208 40.808410999886185, -74.01468200030479 40.80894900028422, -74.01412800028592 40.80956300011271, -74.01305899970792 40.81073500029962, -74.01238199966541 40.81148699988035, -74.01221199978609 40.811675000143616, -74.01171399984372 40.81222399993552, -74.01157300027673 40.81238000029591, -74.01109600025075 40.8128990003193, -74.0104519998202 40.8136119998611, -74.00963800040864 40.814520000236136)"
11,1104979499882,185903,Brooklyn,,,,,,,M,,,,,147.0,Brg,Brooklyn Brg,S1200,"LINESTRING (-74.00262799978397 40.71060500033722, -74.00230200026903 40.71031999973645, -74.00222600010106 40.71025399977457, -74.00180500015158 40.70991999981043, -74.0015180000964 40.709690999906705, -74.00145399962399 40.709641000170905, -74.00062799961856 40.70898700027825, -74.00033300006577 40.70875300032456, -74.00018900012573 40.70863900032859, -74.00008500036864 40.70855700031833, -73.99999800033002 40.708483999734256, -73.999806999636 40.708329000141134, -73.99963199973381 40.70819399998184, -73.99951499955795 40.708102999846176, -73.99942400021966 40.70802800014222, -73.99931500043972 40.707950000033705, -73.99461799997489 40.7042260000547)"
12,11015503587496,238597,9a,,,,,586.0,State Rte,S,,,,,,,State Rte 9a,S1200,"LINESTRING (-73.99397699991738 40.7722820000264, -73.99425300010192 40.77192199980331, -73.99448999992838 40.77149199966398, -73.9946189997998 40.77113199992279, -73.9946969996176 40.77076799999287, -73.99477199996068 40.76999700018767, -73.9948220001894 40.76982899990079, -73.9948859997635 40.76966400012884, -73.99501399981001 40.76941599999784, -73.99505499981791 40.76934400026928, -73.99597500043298 40.768076999782885, -73.99642599962137 40.76745200000341, -73.99687800043131 40.766831000305075, -73.9973350003658 40.766200999680535, -73.99778399990436 40.765575999947046, -73.99825099988459 40.764958999676594, -73.99870600016925 40.764334999996045, -73.99885699978199 40.76412500004858, -73.9991609995556 40.76370400002808, -73.99928899960213 40.763552000296315, -73.99976700035134 40.76316100014118, -74.00051200016593 40.762638999856925, -74.0012779998969 40.76207600018712, -74.00144100010351 40.7619280002655, -74.00159099989133 40.76177100020907, -74.00172700033377 40.76160799989678, -74.00184799980929 40.76143799975467, -74.00224100016969 40.760879000312535, -74.00228600037552 40.760814999896354, -74.00258400030134 40.760407999762485, -74.00274300030999 40.76019700010648, -74.00280199986123 40.76012000012649, -74.00305200010649 40.759781999751276, -74.00338799966717 40.75931400031994, -74.00355199969869 40.75908800031332, -74.00406600043291 40.75837400007341, -74.00501700011179 40.757061000272536, -74.0055159998791 40.75639799967535, -74.0058480001401 40.75593599995331, -74.0068540000706 40.754542999740515, -74.00724400005792 40.75385400030864, -74.00748199970931 40.753192999700396, -74.0080159996367 40.75179399976837, -74.00813100016273 40.75156100026684, -74.00822999989694 40.75132199981589, -74.0083129997376 40.75108000012978, -74.00837999968478 40.75083600018446, -74.00842900008857 40.75059400009057, -74.00846400024868 40.750340999731236, -74.00846900027153 40.750170000339246, -74.00845300037801 40.74999800012509, -74.00841700039301 40.74982699985103, -74.00835999959328 40.749659000299644, -74.00828400032361 40.749496000232064, -74.00818899988907 40.74934100018123, -74.00784800030551 40.74863100031389, -74.00783099968876 40.748499000077956, -74.00781499979524 40.74837500011263, -74.0078530003284 40.74796500016158, -74.00788900031341 40.74775099991676, -74.00792299975026 40.74754899993161, -74.00805499999474 40.74682099973263, -74.00817700019348 40.74612800018832, -74.00830900043796 40.74545399994744, -74.00844300033228 40.74472899997838, -74.00855799996 40.744037000205125, -74.00872899966423 40.743248999933755, -74.00889299969575 40.74238399975144, -74.0090719997959 40.74160400030024, -74.00909799973516 40.741490000069774, -74.00925799956873 40.74079399990596, -74.0094169995774 40.74046700030973, -74.0100159998021 40.73937499985162, -74.01007000022878 40.73919800030298, -74.0101060002138 40.73901800000209, -74.01012299993224 40.73883600015559, -74.01012100028241 40.738654999683476, -74.0101079998636 40.73850799990783, -74.01007600007655 40.73814500020947, -74.01001499997719 40.73756800023305, -74.01005900035813 40.73696900022902, -74.01013999965066 40.736004999978526, -74.0101980002753 40.73531100012754, -74.01026199984942 40.73456900031778, -74.0102900003368 40.73423399988105, -74.01032299994876 40.733846999977125, -74.01038099967509 40.733157999853454, -74.01045000017038 40.732376999805396, -74.01055599957726 40.73129999971498, -74.01061300037699 40.73058599992858, -74.01069299984462 40.72983799981201, -74.01077200038564 40.72912199996385, -74.01087100011985 40.72817999967959, -74.011078999634 40.726202999931836, -74.01108899967974 40.72611400002382, -74.01110899977122 40.726002999987045, -74.01113200023576 40.72587500003369, -74.01114999977911 40.72577699977535, -74.01126500030516 40.72518699981088, -74.01143900038244 40.724283999702834, -74.01155900003302 40.7236359999028, -74.0116989997751 40.722991999671365, -74.01184199989024 40.72233399973312, -74.01198500000537 40.72165199975675, -74.0121270002956 40.72097699988641, -74.01226799986259 40.720332000332384, -74.01255499991778 40.71907000008322, -74.01295900014881 40.717429999986926, -74.0130360001417 40.71725500032067, -74.01320799967084 40.71652199983238, -74.01340699986248 40.715737999985194, -74.01352800023629 40.71526300019885, -74.01392099969837 40.71376399976414, -74.0143299999523 40.712517999767876, -74.01460799978662 40.711107999840465, -74.01499600012414 40.70984399980482, -74.01576100003022 40.70780099985175, -74.01579299981725 40.707689999919964, -74.01581799993161 40.70761400009311, -74.01596100004674 40.70726700012205, -74.01598000031332 40.707214999919614, -74.01599500038193 40.70716800004217, -74.01601799994816 40.707109999727486, -74.01604600043557 40.70703900029497, -74.01618600017765 40.70672799979801, -74.01629599978251 40.70644600001653, -74.01633099994261 40.70636400002982, -74.01658600021074 40.70570700022011, -74.01681100034163 40.70513599976164, -74.01693799966493 40.70481399980952)"
13,1105044325469,187373,Manhattan,,,,,,,M,,,,,147.0,Brg,Manhattan Brg,S1200,"LINESTRING (-73.9948439999307 40.71523099983625, -73.99482899986208 40.715184000169465, -73.9948000004481 40.715091000281944, -73.99434699981325 40.71424699990255, -73.99407400000176 40.71373599966841, -73.9937740004261 40.71307999998938, -73.99338100006572 40.71238900017079, -73.99299899957599 40.711708000039984, -73.99250900002954 40.7108199998399, -73.99189700028435 40.709801999907874, -73.99184600023072 40.709718999660666, -73.9917969998269 40.70961099976665, -73.99175900019209 40.70955399984653, -73.98922400027438 40.70513700013761)"
14,110710485800,88773,Columbia,,,,,,,M,,,,,125.0,Ave,Columbia Ave,S1200,"LINESTRING (-73.98771399965541 40.83494900004832, -73.98784400025009 40.834992000213894, -73.98808299972637 40.83506000032406, -73.9887179999361 40.835230000294295, -73.98874300005045 40.83523700010381, -73.98888600016558 40.835274999833615, -73.98891100027994 40.835282000318045, -73.98972600041472 40.835501000244975, -73.99002400034054 40.83558500028568, -73.99017199958024 40.83563799980351, -73.99034999985547 40.83571599968367, -73.9904860002979 40.8357869997213, -73.99049700016856 40.83579400015167, -73.99066100020009 40.835894999967834, -73.99093300018664 40.836104000215784, -73.99099799958567 40.83615600023365)"
15,1105089333065,189478,Manhattan,,,,,,,M,,,,,147.0,Brg,Manhattan Brg,S1200,"LINESTRING (-73.98550099995299 40.69804900003452, -73.98530199976138 40.69773200026704, -73.98518299993567 40.69762600030045)"
16,1104995929007,186432,Williamsburg,,,,,,,M,,,,,147.0,Brg,Williamsburg Brg,S1200,"LINESTRING (-73.96886100019374 40.71264999990449, -73.96784000019466 40.71235300008026, -73.96696599961031 40.71208500000514)"
17,1104995343670,186422,Williamsburg,,,,,,,M,,,,,147.0,Brg,Williamsburg Brg,S1200,"LINESTRING (-73.96881900036094 40.712685999834434, -73.96781900027824 40.7123990001168, -73.96696599961031 40.71208500000514)"
18,1105044265828,187369,Williamsburg,,,,,,,M,,,,,147.0,Brg,Williamsburg Brg,S1200,"LINESTRING (-73.96899300043822 40.712533000338226, -73.96788299985234 40.71225700019767, -73.96626799965141 40.71177500019876, -73.96511500030614 40.71142699983885, -73.96353000024241 40.710967000180226, -73.96196199989714 40.71048799990128, -73.96139100015985 40.7103120000747, -73.9613030002963 40.71028500018784, -73.96112300037123 40.7102269998642, -73.96081600022458 40.710160000190584, -73.96070200042176 40.71013500016295, -73.96059699994144 40.71011000012598, -73.96032400012999 40.710131999941105)"
19,110710479516,88763,Sylvan,,,,,,,M,,,,,125.0,Ave,Sylvan Ave,S1200,"LINESTRING (-73.96098100008102 40.86524500015917, -73.96090499991303 40.86532899986511, -73.95999500024202 40.86632499970837, -73.95922399958984 40.86716899991747, -73.95853200037702 40.86787099984601, -73.95667899962639 40.86973299990208, -73.95600900015489 40.87040599989809, -73.95424699964087 40.872060000262685, -73.95403699957858 40.872275999866275, -73.95384199958491 40.872499999968795, -73.95366300038307 40.87273099991763, -73.95349900035154 40.87296900031872, -73.95343900007708 40.87306700019522, -73.95330799965751 40.87329599975705, -73.95318399980896 40.8735479998426, -73.95230099990212 40.875602000337175, -73.95220999966554 40.87584999973672, -73.95213600004568 40.87610200028932, -73.95207900014428 40.87635600023676, -73.95203999978622 40.8766130000688, -73.95201999969471 40.87685000026917, -73.95201700022 40.876918000218716, -73.9519610001435 40.877772999906625, -73.95193100000628 40.87822100019258, -73.95189400019635 40.878518999734524, -73.95187800030283 40.87861199985025, -73.95181300000549 40.87891199994652, -73.95172900033991 40.879204000328315, -73.9516020001183 40.87954700023873, -73.95156799978312 40.8796270003088, -73.95147200042194 40.87983400025345, -73.95127499988014 40.88034199973966, -73.95123300004735 40.88047300031052, -73.95082299996854 40.88171699971586, -73.95074500015073 40.881901000152325, -73.95064899989126 40.88207999996418, -73.95053799956317 40.88225300012294, -73.95041100023988 40.88242099974223, -73.95026899994967 40.8825810003092, -73.95010099972018 40.882743999712275, -73.94992300034326 40.88289799970867, -73.94966899990004 40.88309099991704, -73.94946800005857 40.88322699982794, -73.94907700024633 40.883464999848435, -73.948715999673 40.88366200002844, -73.94853900012097 40.883758000244946, -73.94797099985843 40.88409599968673, -73.94782100007059 40.88420300025745, -73.94768399980325 40.88431999986471, -73.94755999995468 40.88444499970415, -73.94745199999964 40.88457799973048, -73.94735900011324 40.88471800018433, -73.9473149997323 40.88479899982658, -73.9461609996638 40.886728999926184, -73.94484500011193 40.88899000007952, -73.94473999963162 40.88919499997606, -73.94464900029332 40.889403000195955, -73.94457200030044 40.88961499966891, -73.94448100006385 40.889943999671395, -73.9443930002003 40.89026900020822, -73.94430799981149 40.890516000037536, -73.94420599970422 40.89076000008532, -73.94408699987855 40.89099899979417, -73.94394499958833 40.89124600029381, -73.94380800021929 40.891461000159545, -73.94357200021774 40.891791999698846, -73.94334700008683 40.892069999786614, -73.94168300038041 40.893969000080254, -73.94150900030314 40.89419399967978, -73.94139200012728 40.89436899989558, -73.94128699964698 40.894547999936215, -73.94119499958546 40.894730000209286, -73.94108099978264 40.8949979998641, -73.94096799980476 40.89531800022915, -73.94087699956815 40.89564199994692, -73.9407610001155 40.896135999987585, -73.94065800018335 40.896472999821675, -73.94053199978666 40.89680500029663, -73.94040299991522 40.897085000097384, -73.94024800010452 40.89735900023436, -73.94011500003512 40.89755800018494, -73.93996900044526 40.89775199992894, -73.93981000043662 40.897939999999096, -73.9396410003822 40.89811899988354, -73.93928499983174 40.898537999782754, -73.9389369996772 40.89894899970143, -73.93830599966542 40.89975000000073, -73.93807899988471 40.90003800014839, -73.93780600007324 40.90067900028524, -73.93774599979876 40.900820000089894, -73.93766799998097 40.90110899979492, -73.93766499960792 40.901123999893166)"
20,1105010584344,186763,179th,14.0,W,,,,,M,,,,,595.0,St,W 179th St,S1200,"LINESTRING (-73.93706999958118 40.84893899986844, -73.93896799963933 40.849295000073816)"
21,1105286534552,189930,4,,,,,586.0,State Rte,S,,,,,,,State Rte 4,S1200,"LINESTRING (-74.07288699975123 40.921183000329165, -74.07296000044447 40.92120699985118)"
22,1108311393935,228929,27,,,,,586.0,State Rte,S,,,,,,,State Rte 27,S1200,"LINESTRING (-73.85728199986337 40.67031199978656, -73.85630299969705 40.670449999685246, -73.85576700011985 40.67055700017042, -73.85549299958515 40.67063100028456, -73.85540800009466 40.67065399972327, -73.85519200018459 40.67069299981979, -73.8549810002974 40.670746000124076, -73.85477500043307 40.67081199971132, -73.85457700006636 40.67088900016919, -73.85438899974537 40.67097899983072, -73.85411099991103 40.6711330002719, -73.85379100024389 40.671279000096234, -73.8533900003859 40.67146999976649, -73.85313699976759 40.67156299992157, -73.85289900011622 40.6716300002606, -73.85258199992381 40.67170999968234, -73.85226200025667 40.67172600010021, -73.85193800039158 40.67175000003853, -73.85161199997833 40.671757000047315, -73.85128700028832 40.671745999935865, -73.85096500007303 40.67172000028463, -73.84847799983592 40.67091699988006, -73.84811899981072 40.67075499997873, -73.84781199966406 40.67061800024283, -73.84695300004667 40.67028900022989, -73.84541900003657 40.66969899988537, -73.8424289998342 40.66878400008899, -73.842181999962 40.66870899972769, -73.84063799990615 40.668228999914895, -73.83944000035507 40.667932999886645, -73.83942799976117 40.66792999980826, -73.83918400026202 40.6678629998398, -73.83901699985742 40.66781699971064, -73.83835700043167 40.66763500007332, -73.83790600034496 40.667511000028476, -73.83732600038681 40.667373999760315, -73.83724199982292 40.667360000184566, -73.8370369997835 40.66732799997518, -73.8364729997189 40.66728299973994, -73.83570100014015 40.66725999981996, -73.83487699978453 40.66721200010953, -73.83465000000382 40.66711500031958, -73.83331199981228 40.66675900024662, -73.83254000023354 40.66653900026204, -73.83156699991501 40.66631200033493, -73.83102100029205 40.66620900028726, -73.8302499996399 40.666119999919495, -73.82933300029619 40.66610100003996, -73.82807899977026 40.66608999967688, -73.8271089998248 40.666111000120694, -73.82614200025237 40.666131000277616, -73.82517599960653 40.66612899971708, -73.82421300023206 40.666138000194856, -73.82324900013437 40.66614399983128, -73.82271900040493 40.666111000120694, -73.82227800036397 40.666119999919495, -73.82187300030802 40.66607299966967, -73.82131699974101 40.66591800020594, -73.82042899981131 40.66568699974311, -73.81952599981298 40.66549000016757, -73.81935900030672 40.665481000283755, -73.8185769997839 40.66547999999377, -73.81756199963259 40.665617000064344, -73.81661400032672 40.66594400007515, -73.81647399968634 40.66600000023088, -73.81537700041757 40.66642899999765, -73.81429500031908 40.66680499974284, -73.81325599987831 40.66702700006494, -73.81274500041548 40.66709700030791, -73.81260899997304 40.66711099993886, -73.81241700035241 40.66711099993886, -73.81232799976564 40.66710900008912, -73.81131900036041 40.66711900001871, -73.81032199975245 40.66707999987605, -73.80966800017447 40.66705600030105, -73.80943899984561 40.66704800021371, -73.80665399968265 40.66697600006556, -73.80545199993357 40.66689599973405, -73.80449100020893 40.66686200012626, -73.80424400033674 40.666857000142386, -73.80218399989685 40.66677799993872, -73.80176200012248 40.66675900024662, -73.80173000033543 40.66675799997576, -73.8016600000152 40.66675600011543, -73.80146599984647 40.666754999844564, -73.80139600042456 40.666754000255025, -73.80072799970458 40.666728000020186, -73.80049099987812 40.66670400031852, -73.80029699970936 40.66668100019885, -73.80017799988367 40.666659999934524, -73.79987599975988 40.666589999914265, -73.79946599968105 40.6665499998697, -73.7992360004256 40.666544999862445, -73.79908300026473 40.66654600013646, -73.79889599976866 40.66656300002309, -73.79865800011727 40.66661100020063, -73.79809200040283 40.66670600018041, -73.79739500026884 40.666939999962295, -73.79711099968839 40.66694600020801, -73.79614999996376 40.66695100018516, -73.79393399988827 40.66700099993654, -73.79323000008158 40.66707400032378, -73.79306199985207 40.66708699969369, -73.79217399992238 40.66704000012534, -73.79129900041146 40.66696999982254, -73.79047000003298 40.66689500014663, -73.7903949996899 40.66688800030886, -73.78940999967581 40.666840999918925, -73.78697000019265 40.667084999843205, -73.7856639997882 40.6671879999007, -73.78502500027884 40.6672300000902, -73.78329999957472 40.66731499997092, -73.78265400039265 40.66736899981481, -73.78179599970186 40.66742099977459, -73.78061999989207 40.66752599983188, -73.77970500019818 40.66759000004524, -73.77791300044522 40.66771500019972, -73.77701299992162 40.66777600014642, -73.77616400034997 40.667867000175406, -73.7752239996434 40.66791500009577, -73.77431099959932 40.66798200001198, -73.77342500021777 40.668028000027334, -73.77154499970295 40.66796299998155, -73.76675400042511 40.66743300017889, -73.7649009996745 40.667223999870046, -73.7640710003694 40.667130000212055, -73.76376000002477 40.667097999892306, -73.76277900020865 40.667017000121554, -73.76204899956439 40.66694800006265, -73.76187100018745 40.66692899973761, -73.7610719999462 40.666820999974924, -73.76046299967575 40.66673999986774, -73.75763099965712 40.66645099992875, -73.7559250001179 40.66638800026151, -73.7555109998411 40.666398999894035, -73.75526200031908 40.66639500015177, -73.7532710003745 40.666400999765074, -73.75175900010571 40.66639500015177, -73.75071399981717 40.66642700012745, -73.74978400005467 40.666417999688676, -73.74876200023066 40.66642299970541, -73.74821900008244 40.66630900018362, -73.74751100007778 40.66620999988491, -73.74669400029319 40.66609400011884, -73.746074999977 40.6660079997626, -73.7454630002318 40.66594000030561, -73.74499600025158 40.66588499970207, -73.74455799968534 40.665834000192135, -73.74322799988973 40.66578600013677, -73.74265700015243 40.66579800015386, -73.74143299976375 40.66579499997943, -73.74096999998147 40.66579499997943, -73.7405080000241 40.66578699974081, -73.73921000001559 40.66562900011184, -73.73835200022309 40.665617000064344, -73.73567099981719 40.66561399988181, -73.73421299997509 40.66562400003552, -73.7327559999579 40.665617999670914, -73.7312980001158 40.66559600014639, -73.72984199992352 40.66555800008338, -73.7281370002092 40.66551499991424, -73.72803099990399 40.66551899970928)"
